85178,12
120356,4
125610,4
128899,2
128906,44
134342,45
136769,5
140162,5
152838,5
169239,22
172260,2
175941,2
177826,2
184539,2
185675,12
192152,2
196515,21
204341,2
220874,5
223594,2
225480,4
85262,5
85291,2
85778,52
87185,4
87429,4
87590,5
88250,8
91461,5
106427,2
106428,2
107996,5
115970,52
116719,5
118035,8
120082,85
120266,2
123894,5
125149,2
126579,1
128900,5
130040,5
130964,7
