85178,1
120356,1
125610,1
128899,1
128906,1
134342,1
136769,1
140162,1
152838,7
169239,5
172260,24
175941,3
177826,75
184539,3
185675,74
192152,2
196515,2
204341,2
220874,2
223594,2
225480,2
85262,2
85291,1
85778,2
87185,3
87429,4
87590,5
88250,6
91461,7
106427,8
106428,9
107996,10
115970,7
116719,5
118035,2
120082,8
120266,3
123894,38
125149,8
126579,5
128900,5
130040,4
130964,3
